C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/center_2017_09_30_15_12_22_647.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/left_2017_09_30_15_12_22_647.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/right_2017_09_30_15_12_22_647.jpg,0.02830189,0.1823247,0,2.124063
C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/center_2017_09_30_15_12_22_770.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/left_2017_09_30_15_12_22_770.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/right_2017_09_30_15_12_22_770.jpg,0.06603774,0.5471476,0,2.757526
C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/center_2017_09_30_15_12_22_856.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/left_2017_09_30_15_12_22_856.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/right_2017_09_30_15_12_22_856.jpg,0.06603774,0.1934791,0,3.14019
C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/center_2017_09_30_15_12_22_982.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/left_2017_09_30_15_12_22_982.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/right_2017_09_30_15_12_22_982.jpg,0.1320755,0,0,3.125997
C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/center_2017_09_30_15_12_23_102.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/left_2017_09_30_15_12_23_102.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/right_2017_09_30_15_12_23_102.jpg,0.1415094,0,0,3.087989
C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/center_2017_09_30_15_12_23_230.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/left_2017_09_30_15_12_23_230.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/right_2017_09_30_15_12_23_230.jpg,0.1603774,0,0,3.050429
C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/center_2017_09_30_15_12_23_307.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/left_2017_09_30_15_12_23_307.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/right_2017_09_30_15_12_23_307.jpg,0.1603774,0,0,3.025829
C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/center_2017_09_30_15_12_23_439.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/left_2017_09_30_15_12_23_439.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/right_2017_09_30_15_12_23_439.jpg,0.1698113,0,0,2.98314
C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/center_2017_09_30_15_12_23_556.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/left_2017_09_30_15_12_23_556.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/right_2017_09_30_15_12_23_556.jpg,0.2075472,0,0,2.946223
C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/center_2017_09_30_15_12_23_677.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/left_2017_09_30_15_12_23_677.jpg,C:/Users/wilfred.henry/Desktop/windows_sim/DATA/IMG_BRIDGE/right_2017_09_30_15_12_23_677.jpg,0.245283,0,0,2.909362
